510005;HSBC BANK A.S.;;;TURKEY;TR;TUR;792;EUR TUR;90-212-313-4700
510006;FIFTH THIRD BANK, THE;;;UNITED STATES;US;USA;840;USA OHIO CINCINNATI;
510008;VSB INTERNATIONAL BV;;;NETHERLANDS;NL;NLD;528;EUR NLD, THE;31-20-6-600-100
510009;EUROPAY (SWITZERLAND) S.A.;;;SWITZERLAND;CH;CHE;756;EU CHE;41-91-800-4141
510010;POWSZECHNY BANK KREDYTOWY S.A. W WARSAWIE;;;POLAND;PL;POL;616;EUR POL;48-22-531-8700
510011;EUROPAY (SWITZERLAND) S.A.;;;SWITZERLAND;CH;CHE;756;EU CHE;41-1-279-65-00
510012;ARAB FINANCIAL SERVICES COMPANY (E.C.);;;BAHRAIN;BH;BHR;48;SAMEA BHR MANAMA;
510013;SOCIEDAD ESPANOLA DE MEDIOS DE PAGOS (SEMP);;;SPAIN;ES;ESP;724;EUR ESP;34-91-346-5300
510014;SOCIEDAD ESPANOLA DE MEDIOS DE PAGOS (SEMP);;;SPAIN;ES;ESP;724;EUR ESP;34-91-346-5300
510015;AGRICULTURAL BANK OF GREECE S.A.;;;GREECE;GR;GRC;300;EUR GRC;30-1-9554600
510016;AGRICULTURAL BANK OF GREECE S.A.;;;GREECE;GR;GRC;300;EUR GRC;30-1-9554600
510017;BANCO FIMESTIC S.A.;;;SPAIN;ES;ESP;724;EUR ESP;34-91-337-0703
510018;PKO SAVINGS BANK;;;POLAND;PL;POL;616;EUR POL;48-32-2537-281
510019;BUDAPEST BANK LTD.;;;HUNGARY;HU;HUN;348;EUR HUN;36-1-477-7777
510020;FINECOBANK SPA;;;ITALY;IT;ITA;380;EUR ITA MILANO;
510021;EUROPAY (SWITZERLAND) S.A.;;;SWITZERLAND;CH;CHE;756;EU CHE;41-1-832-91-11
510022;EUROPAY (SWITZERLAND) S.A.;;;SWITZERLAND;CH;CHE;756;EU CHE;41-1-832-91-11
510023;EUROPAY (SWITZERLAND) S.A.;;;SWITZERLAND;CH;CHE;756;EU CHE;41-1-279-65-00
510024;SOCIEDAD ESPANOLA DE MEDIOS DE PAGOS (SEMP);;;SPAIN;ES;ESP;724;EUR ESP;34-91-346-5300
510025;SOCIEDAD ESPANOLA DE MEDIOS DE PAGOS (SEMP);;;SPAIN;ES;ESP;724;EUR ESP;34-91-346-5300
510027;COLUMBUS BANK & TRUST COMPANY;;;UNITED STATES;US;USA;840;USA GEORGIA COLUMBUS;
510029;VSB INTERNATIONAL BV;;;NETHERLANDS;NL;NLD;528;EUR NLD, THE;31-20-6-600-100
510030;SEB KORT AB;;;FINLAND;FI;FIN;246;EUR FIN;358-9-693-991
510033;BANCO CETELEM S.A.;;;SPAIN;ES;ESP;724;EUR ESP MADRID;
510034;BANCO FIMESTIC S.A.;;;SPAIN;ES;ESP;724;EUR ESP;34-91-337-0703
510035;JOINT STOCK SAVINGS BANK BELARUSBANK;;;BELARUS;BY;BLR;112;EUR BLR;375-172-208-414
510036;BANC SABADELL D'ANDORRA S.A.;;;ANDORRA;AD;AND;20;EUR AND;367-735600
510037;GENERAL BANK OF GREECE S.A.;;;GREECE;GR;GRC;300;EUR GRC;30-1-327-7626
510038;BANK OF TRADE-UNION'S SOLIDARITY AND SOCIAL INVESTMENT;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;7-095-938-75-60
510039;BANK OF TRADE-UNION'S SOLIDARITY AND SOCIAL INVESTMENT;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;7-095-938-75-60
510041;5 STAR BANK;;;UNITED STATES;US;USA;840;USA;800-776-2265
510043;FINANCE AND TRADE BANK JOINT STOCK;;;MOLDOVA, REPUBLIC OF;MD;MDA;498;EUR MDA;373-2-22-74-35
510045;INVEST-BANK S.A.;;;POLAND;PL;POL;616;EUR POL;48-61-847-1189
510046;ISRAEL CREDIT CARDS LTD.;;;ISRAEL;IL;ISR;376;EUR ISR;972-3-572-3666
510047;JOINT STOCK COMPANY RUSSIAN STANDARD BANK;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;7-095-797-8402
510048;LG PETRO BANK S.A.;;;POLAND;PL;POL;616;EUR POL;48-42-681-9060
510049;LEUMICARD LTD.;;;ISRAEL;IL;ISR;376;EUR ISR;972-3-6177844
510050;SOFIA MUNICIPAL BANK PLC.;;;BULGARIA;BG;BGR;100;EUR BGR;359-2-9300-241
510051;TURKIYE VAKIFLAR BANKASI T.A.O.;;;TURKEY;TR;TUR;792;EUR TUR;90-212-296-0101
510052;MASTERCAJAS S.A.;;;SPAIN;ES;ESP;724;EUR ESP MADRID;
510053;PIRAEUS BANK S.A.;;;GREECE;GR;GRC;300;EUR GRC;30-1-333-5000
510054;YAPI VE KREDI BANKASI A.S.;;;TURKEY;TR;TUR;792;EUR TUR KOCAELI;
510056;PAMUKBANK T.A.S.;;;TURKEY;TR;TUR;792;EUR TUR;90-212-288-3927
510057;GOSPODARCZY BANK WIELKOPOLSKI S.A.;;;POLAND;PL;POL;616;EUR POL;48-61-856-2429
510058;CREDIT SUISSE;;;SWITZERLAND;CH;CHE;756;EUR CHE HORGEN;
510060;SOCIEDAD ESPANOLA DE MEDIOS DE PAGOS (SEMP);;;SPAIN;ES;ESP;724;EUR ESP;34-91-346-5300
510061;SOCIEDAD ESPANOLA DE MEDIOS DE PAGOS (SEMP);;;SPAIN;ES;ESP;724;EUR ESP;34-91-346-5300
510062;SOCIEDAD ESPANOLA DE MEDIOS DE PAGOS (SEMP);;;SPAIN;ES;ESP;724;EUR ESP;34-91-346-5300
510063;DENIZBANK A.S.;;;TURKEY;TR;TUR;792;EUR TUR ISTANBUL;
510064;INVEST-BANK S.A.;;;POLAND;PL;POL;616;EUR POL WARSAW;
510065;COLUMBUS BANK & TRUST COMPANY;;;UNITED STATES;US;USA;840;USA GEORGIA COLUMBUS;
510066;FIRST PREMIER BANK;;;UNITED STATES;US;USA;840;USA SOUTH DAKOTA SIOUX FALLS;
510067;JOINT STOCK COMPANY PARITATE BANK;;;LATVIA;LV;LVA;428;EUR LVA;371-041488 OR 371-041352
510068;LG PETRO BANK S.A.;;;POLAND;PL;POL;616;EUR POL;48-42-681-9060
510069;RAIFFEISENBANK AUSTRIA (MOSCOW);;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;7-095-720-6754
510070;RAIFFEISENBANK AUSTRIA (MOSCOW);;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;7-095-720-6754
510072;BANCO ESPANOL DE CREDITO, S.A. (BANESTO);;;SPAIN;ES;ESP;724;EUR ESP;34-91-362-63-00
510073;BANCO AZTECA S.A. INSTITUCION DE BANCA MULTIPLE;;;MEXICO;MX;MEX;484;LA MEX DISTRITO FEDERAL MEXICO CITY;
510074;CREDITCARD SERVICES COMPANY SAL;;;LEBANON;LB;LBN;422;SAMEA LBN BEIRUT;
510076;JOINT STOCK COMPANY MULTIBANKA;;;LATVIA;LV;LVA;428;EUR LVA;371-728-95-46
510077;BULBANK LTD.;;;BULGARIA;BG;BGR;100;EUR BGR;359-2-9841-1111
510078;BULBANK LTD.;;;BULGARIA;BG;BGR;100;EUR BGR SOFIA;
510079;FINCONSUMO BANCA SPA;;;ITALY;IT;ITA;380;EUR ITA;39-11-6319111
510080;GE CAPITAL BANK A.S.;;;CZECH REPUBLIC;CZ;CZE;203;EUR CZE;42024441111
510083;IKTISAT BANKASI TURK A.S.;;;TURKEY;TR;TUR;792;EUR TUR;90-212-27411-11
510084;TATRA BANKA A.S.;;;SLOVAKIA (SLOVAK REPUBLIC);SK;SVK;703;EUR SVK;421-2-5919-1111
510085;BBAC SAL;;;LEBANON;LB;LBN;422;SAMEA LBN BEIRUT;
510087;BANCO SANTANDER CENTRAL HISPANO, S.A.;;;SPAIN;ES;ESP;724;EUR ESP;34-91-362-63-00
510088;BANCO SANTANDER CENTRAL HISPANO S.A.;;;SPAIN;ES;ESP;724;EUR ESP MADRID;
510089;UNIBANCO-UNIAO DE BANCOS BRASILEIROS, S.A.;;;BRAZIL;BR;BRA;76;LA BRA SAO PAULO;
510091;JOINT STOCK COMPANY TRASTA KOMERCBANKA;;;LATVIA;LV;LVA;428;EUR LVA RIGA;
510092;JOINT STOCK COMPANY RUSSIAN STANDARD BANK;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;7-095-797-8402
510093;PROMINVESTBANK OF UKRAINE;;;UKRAINE;UA;UKR;804;EUR UKR;380-44-226-2032
510094;PROMINVESTBANK OF UKRAINE;;;UKRAINE;UA;UKR;804;EUR UKR;380-44-226-2032
510095;BANCA MONTE DEI PASCHI DI SIENA;;;ITALY;IT;ITA;380;EUR ITA;390-577-294-1111
510096;STOCK COMPANY PAREX BANKA;;;LATVIA;LV;LVA;428;EUR LVA RIGA;
510097;CITIBANK INTERNATIONAL PLC.;;;UNITED KINGDOM;GB;GBR;826;EUR GBR LONDON;
510098;EVROFINANCE MOSNARBANK;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS MOSCOW;
510099;ALPHA BANK;;;GREECE;GR;GRC;300;EUR GRC;30-3-326-3400
510100;EUROPAY (SWITZERLAND) S.A.;;;SWITZERLAND;CH;CHE;756;EU CHE;41-1-828-3111
510101;EUROPAY (SWITZERLAND) S.A.;;;SWITZERLAND;CH;CHE;756;EU CHE;41-1-828-3111
510102;EUROPAY (SWITZERLAND) S.A.;;;SWITZERLAND;CH;CHE;756;EU CHE;41-1-828-3111
510103;EUROPAY (SWITZERLAND) S.A.;;;SWITZERLAND;CH;CHE;756;EU CHE;41-1-828-3111
510104;FIRST UKRAINIAN INTERNATIONAL BANK;;;UKRAINE;UA;UKR;804;EUR UKR;380-62-332-4722
510105;FIRST UKRAINIAN INTERNATIONAL BANK;;;UKRAINE;UA;UKR;804;EUR UKR;380-62-332-4722
510106;AKBANK T.A.S.;;;TURKEY;TR;TUR;792;EUR TUR;90-2123294000
510107;BANCO ESPANOL DE CREDITO, S.A. (BANESTO);;;SPAIN;ES;ESP;724;EUR ESP;34-91-362-63-00
510108;LLOYDS TSB BANK PLC.;;;UNITED KINGDOM;GB;GBR;826;EUR GBR;44-20-7626-1500
510110;THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND;;;IRELAND;IE;IRL;372;EUR IRL;353-1-679-84-33
510111;THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND;;;IRELAND;IE;IRL;372;EUR IRL;353-1-679-84-33
510112;THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND;;;IRELAND;IE;IRL;372;EUR IRL;353-1679-8433
510114;BANK PRZEMYSLOWO-HANDLOWY PKB S.A.;;;POLAND;PL;POL;616;EUR POL;48-12-6187-605
510117;YAPI VE KREDI BANKASI A.S.;;;TURKEY;TR;TUR;792;EUR TUR KOCAELI;
510118;DENIZBANK A.S.;;;TURKEY;TR;TUR;792;EUR TUR ISTANBUL;
510119;DENIZBANK A.S.;;;TURKEY;TR;TUR;792;EUR TUR ISTANBUL;
510121;NATIONAL SAVINGS AND COMMERCIAL BANK LTD.;;;HUNGARY;HU;HUN;348;EUR HUN;36-12505314
510122;UNICRE-CARTAO INTERNACIONAL DE CREDITO, S.A.;;;PORTUGAL;PT;PRT;620;EUR PRT;351-21-3509500
510123;UNICRE-CARTAO INTERNACIONAL DE CREDITO, S.A.;;;PORTUGAL;PT;PRT;620;EUR PRT;351-21-3509500
510124;UNICRE-CARTAO INTERNACIONAL DE CREDITO, S.A.;;;PORTUGAL;PT;PRT;620;EUR PRT;351-21-3509500
510125;NORDEA BANK SWEDEN AB;;;SWEDEN;SE;SWE;752;EUR SWE;46-8-614-70-00
510126;COMMERCIAL INNOVATION BANK ALFA-BANK;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;7-095-755-7777
510128;SBI CARDS & PAYMENT SERVICES PVT. LTD;;;INDIA;IN;IND;356;SAMEA IND HARYANA;
510129;DEUTSCHE BANK AG;;;CZECH REPUBLIC;CZ;CZE;203;EUR CZE;420-2-21191-111
510130;DEUTSCHE BANK AG;;;CZECH REPUBLIC;CZ;CZE;203;EUR CZE;420-2-21191-111
510131;BANCO SANTANDER CENTRAL HISPANO, S.A.;;;SPAIN;ES;ESP;724;EUR ESP;34-91-362-63-00
510132;BANCO SANTANDER CENTRAL HISPANO, S.A.;;;SPAIN;ES;ESP;724;EUR ESP;34-91-362-63-00
510133;SOCIEDAD ESPANOLA DE MEDIOS DE PAGOS (SEMP);;;SPAIN;ES;ESP;724;EUR ESP;34-91-346-5300
510134;BANCOVAL, S.A.;;;SPAIN;ES;ESP;724;EUR ESP;34-91-3626300
510135;SBI CARDS & PAYMENT SERVICES PVT. LTD;;;INDIA;IN;IND;356;SAMEA IND HARYANA;
510136;CITIBANK A.S.;;;CZECH REPUBLIC;CZ;CZE;203;EUR CZE;4202-3306-2222
510137;KENTBANK A.S. (TURKIYE KONUT ENDUSTRI VE TICARET BANKASI);;;TURKEY;TR;TUR;792;EUR TUR;
510138;TURK ECONOMI BANKASI A.S.;;;TURKEY;TR;TUR;792;EUR TUR;90-212-251-2121
510139;TURK ECONOMI BANKASI A.S.;;;TURKEY;TR;TUR;792;EUR TUR;90-212-251-2121
510140;COMMERCIAL BANK PRIVATBANK;;;UKRAINE;UA;UKR;804;EUR UKR DNIPROPETROVSK;
510141;ERSTE STEIERMARKISHE BANK D.D. ZAGREB;;;CROATIA (LOCAL NAME: HRVATSKA);HR;HRV;191;HRV;385-43275137
510142;CITIBANK A.S.;;;CZECH REPUBLIC;CZ;CZE;203;EUR CZE;4202-3306-2222
510143;HANSABANK - LATVIA;;;LATVIA;LV;LVA;428;EUR LVA;371-702-4555
510144;COMMERCIAL BANK FOR BUSINESS DEVELOPMENT GUTA BANK;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;7-095-975-6432
510145;JOINT STOCK BANK KAZKOMMERTSBANK;;;KAZAKHSTAN;KZ;KAZ;398;EUR KAZ;73272471721
510146;SISTEMA 4B S.A.;;;SPAIN;ES;ESP;724;EUR ESP;34-91-3626300
510147;EUROPAY 6000;;;SPAIN;ES;ESP;724;EUR ESP;(349)-15965202
510148;INVEST-BANK S.A.;;;POLAND;PL;POL;616;EUR POL;48-61-847-1189
510149;BALTIYSKIY BANK;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;7-812-325-80-96
510150;PATAGON INTERNET BANK S.A.;;;SPAIN;ES;ESP;724;EUR ESP;34-91-342-1000
510151;OYAK BANK A.S.;;;TURKEY;TR;TUR;792;EUR TUR;
510153;JOINT STOCK COMPANY PAREX-BANK;;;LATVIA;LV;LVA;428;EUR LVA;371-7010390
510154;DSK BANK PLC;;;BULGARIA;BG;BGR;100;EUR BGR;359-2-98-557-220
510155;EFG EUROBANK S.A.;;;GREECE;GR;GRC;300;EUR GRC;301-333-7575
510156;RAIFFEISENBANK AUSTRIA D.D.;;;CROATIA (LOCAL NAME: HRVATSKA);HR;HRV;191;HRV;385-1-6324-092
510157;COMMERCIAL BANK FOR BUSINESS DEVELOPMENT GUTA BANK;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;7-095-975-6432
510158;COMMERCIAL BANK FOR BUSINESS DEVELOPMENT GUTA BANK;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;7-095-975-6432
510159;WELLS FARGO BANK, N.A.;;;UNITED STATES;US;USA;840;USA SOUTH DAKOTA SIOUX FALLS;
510160;ROMANIAN COMMERCIAL BANK S.A. - BANCA COMERCIALA ROMANA S.A.;;;ROMANIA;RO;ROM;642;EUR ROM BUCHAREST;
510161;ROMANIAN COMMERCIAL BANK S.A. (BANCA COMERCIALA ROMANA S.A.);;;ROMANIA;RO;ROM;642;EUR ROM;401-312-1984
510162;TURKIYE VAKIFLAR BANKASI T.A.O.;;;TURKEY;TR;TUR;792;EUR TUR;90-212-234-57-05
510163;TURKIYE VAKIFLAR BANKASI T.A.O.;;;TURKEY;TR;TUR;792;EUR TUR;90-212-234-57-05
510165;WELLS FARGO BANK, N.A.;;;UNITED STATES;US;USA;840;USA SOUTH DAKOTA SIOUX FALLS;
510166;IKTISAT BANKASI TURK A.S.;;;TURKEY;TR;TUR;792;EUR TUR;90-212-27411-11
510167;MOSCOW NARODNY BANK LIMITED (MOSNAR BANK LIMITED);;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;7-095-792-5000
510168;MOSCOW NARODNY BANK LIMITED (MOSNAR BANK LIMITED);;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;7-095-792-5000
510170;OPEN JOINT STOCK COMPANY BANK URALSIB;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS MOSCOW;
510171;ISTITUTO CENTRALE DELLE BANCHE DI CREDITO COOPERATIVO;;;ITALY;IT;ITA;380;EUR ITA;39-06-47161
510172;OPEN JOINT STOCK COMPANY BANK URALSIB;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS MOSCOW;
510173;COMMERCIAL BANK MASTER-BANK;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS MOSCOW;
510174;LONDON SCOTTISH BANK PLC.;;;UNITED KINGDOM;GB;GBR;826;EUR GBR;44-161-834-2861
510175;DEUTSCHE BANK SPA;;;ITALY;IT;ITA;380;EUR ITA;39-02-40241
510176;JOINT-STOCK COMPANY TRANSCREDITBANK;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;0957880889
510177;JOINT-STOCK COMPANY TRANSCREDITBANK;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;0957880889
510179;NATIONAL AUSTRALIA GROUP EUROPE LIMITED;;;UNITED KINGDOM;GB;GBR;826;EUR GBR;44-1268-534-534
510180;NATIONAL AUSTRALIA GROUP EUROPE LIMITED;;;UNITED KINGDOM;GB;GBR;826;EUR GBR;44-1268-534-534
510181;NATIONAL AUSTRALIA GROUP EUROPE LIMITED;;;UNITED KINGDOM;GB;GBR;826;EUR GBR;44-1268-534-534
510182;NATIONAL AUSTRALIA GROUP EUROPE LIMITED;;;UNITED KINGDOM;GB;GBR;826;EUR GBR;44-1268-534-534
510183;SAMPO PANKKI OYJ / SAMPO BANK PLC.;;;FINLAND;FI;FIN;246;EUR FIN HELSINKI;
510184;SAMPO PANKKI OYJ / SAMPO BANK PLC.;;;FINLAND;FI;FIN;246;EUR FIN HELSINKI;
510185;BANCA ANTONIANA POPOLARE VENETA SCARL - BANCA;;;ITALY;IT;ITA;380;EUR ITA PADOVA (SARMEOLA DI;
510186;BANCA DE ECONOMII;;;MOLDOVA, REPUBLIC OF;MD;MDA;498;EUR MDA;3732-24-47-22
510187;BANCA DE ECONOMII;;;MOLDOVA, REPUBLIC OF;MD;MDA;498;EUR MDA;3732-24-47-22
510188;FINANCE AND TRADE BANK JOINT STOCK;;;MOLDOVA, REPUBLIC OF;MD;MDA;498;EUR MDA;373-2-22-74-35
510190;JOINT STOCK COMMERCIAL BANK BANCA SOCIALA;;;MOLDOVA, REPUBLIC OF;MD;MDA;498;EUR MDA;373-2-224550
510191;JOINT STOCK COMMERCIAL BANK BANCA SOCIALA;;;MOLDOVA, REPUBLIC OF;MD;MDA;498;EUR MDA;373-2-224550
510193;NOVA BANKA A.D.;;;ANDORRA;AD;AND;20;BOSNIA AND HERZEGOVINA;387-55-401-409
510194;ALTALANOS ERTEKFORGALMI BANK RT.;;;HUNGARY;HU;HUN;348;EUR HUN;36-1-302-86-10
510195;BANK SIMPANAN NASIONAL;;;MALAYSIA;MY;MYS;458;A/P MYS KUALA LUMPUR;
510197;UBS AG;;;SWITZERLAND;CH;CHE;756;EUR CHE ZURICH;
510198;UBS AG;;;SWITZERLAND;CH;CHE;756;EUR CHE ZURICH;
510199;UBS AG;;;SWITZERLAND;CH;CHE;756;EUR CHE ZURICH;
510200;UBS AG;;;SWITZERLAND;CH;CHE;756;EUR CHE ZURICH;
510203;UBS AG;;;SWITZERLAND;CH;CHE;756;EUR CHE ZURICH;
510204;UBS AG;;;SWITZERLAND;CH;CHE;756;EUR CHE ZURICH;
510207;UBS AG;;;SWITZERLAND;CH;CHE;756;EUR CHE ZURICH;
510209;BANCO DE COSTA RICA;;;COSTA RICA;CR;CRI;188;LA CRI SAN JOSE;
510210;CREDITCARD SERVICES COMPANY SAL;;;LEBANON;LB;LBN;422;SAMEA LBN BEIRUT;
510211;BANCA POPOLARE COMMERCIO E INDUSTRIA;;;ITALY;IT;ITA;380;EUR ITA;39-02-627-551
510212;BANCA POPOLARE COMMERCIO E INDUSTRIA;;;ITALY;IT;ITA;380;EUR ITA;39-02-627-551
510213;ALLIED IRISH BANK, PLC;;;IRELAND;IE;IRL;372;EUR IRL;353-1-6685500
510214;ALLIED IRISH BANK, PLC;;;UNITED KINGDOM;GB;GBR;826;EUR GBR;353-02890-325599
510217;ABN AMRO BANK N.V.;;;INDONESIA;ID;IDN;360;A/P IDN JAKARTA;
510218;CB MOLDOVA-AGROINDBANK S.A.;;;MOLDOVA, REPUBLIC OF;MD;MDA;498;EUR MDA;373-2-434-764
510220;SISTEMA 4B S.A.;;;SPAIN;ES;ESP;724;EUR ESP;34-91-3626300
510221;TURK ECONOMI BANKASI A.S.;;;TURKEY;TR;TUR;792;EUR TUR;90-212-251-2121
510222;INTERNATIONAL BANK OF AZERBAIJAN (THE);;;AZERBAIJAN;AZ;AZE;31;EUR AZE;994-12-93-0307
510224;AGOS ITAFINCO SPA;;;ITALY;IT;ITA;380;EUR ITA;39-02-6994-1
510225;INTERBANKA A.S.;;;CZECH REPUBLIC;CZ;CZE;203;EUR CZE;420-2-66108401
510226;EURO KARTENSYSTEME EUROCARD UND EUROCHEQUE GMBH;;;GERMANY;DE;DEU;276;EUR DEU;49-69-6657-1222
510227;EURO KARTENSYSTEME EUROCARD UND EUROCHEQUE GMBH;;;GERMANY;DE;DEU;276;EUR DEU;49-69-9100
510228;EURO KARTENSYSTEME EUROCARD UND EUROCHEQUE GMBH;;;GERMANY;DE;DEU;276;EUR DEU;49-69-9100
510229;BANK FOR FOREIGN TRADE VNESHTORGBANK;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;7-095-101-1880
510230;BANK FOR FOREIGN TRADE VNESHTORGBANK;;;RUSSIAN FEDERATION;RU;RUS;643;EUR RUS;7-095-101-1880
510231;HSBC BANK USA, NATIONAL ASSOCIATION;;;UNITED STATES;US;USA;840;USA GBR LONDON;
510232;HSBC BANK USA, NATIONAL ASSOCIATION;;;UNITED STATES;US;USA;840;USA GBR LONDON;
510233;BANK OF IRELAND;;;IRELAND;IE;IRL;372;EUR IRL;4022560
510236;RAIFFEISENBANK AUSTRIA D.D.;;;CROATIA (LOCAL NAME: HRVATSKA);HR;HRV;191;HRV;385-1-4566-466
510237;CITIBANK A.S.;;;CZECH REPUBLIC;CZ;CZE;203;EUR CZE;420-2-3306-1111
510238;TURKIYE VAKIFLAR BANKASI T.A.O.;;;TURKEY;TR;TUR;792;EUR TUR;90-212-234-57-05
510241;ROYAL BANK OF SCOTLAND PLC., THE;;;UNITED KINGDOM;GB;GBR;826;EUR GBR;44-1702-351-303
510242;SOCIEDAD ESPANOLA DE MEDIOS DE PAGOS (SEMP);;;SPAIN;ES;ESP;724;EUR ESP;34-91-346-5300
510245;EUROPABANK N.V.;;;BELGIUM;BE;BEL;56;EUR BEL;32-9-224-7403
510246;EUROPAY BELGIUM S.C.R.L.;;;BELGIUM;BE;BEL;56;EUR BEL GENT;
510247;UNICREDITO ITALIANO;;;ITALY;IT;ITA;380;EUR ITA;39-0288621
510248;BANCA CARIGE SPA;;;ITALY;IT;ITA;380;EUR ITA GENOVA;
510249;ABN AMRO BANK N.V.;;;INDONESIA;ID;IDN;360;A/P IDN JAKARTA;
510250;CHASE MANHATTAN BANK USA, N.A.;;;UNITED STATES;US;USA;840;USA;605-988-3230
510251;LANSING AUTOMAKERS F.C.U.;;;UNITED STATES;US;USA;840;USA;800-754-4128
510252;ZIP NETWORK;;;UNITED STATES;US;USA;840;USA;1-800-541-4583
510253;BANK OF AMERICA, N.A. (USA);;;UNITED STATES;US;USA;840;USA;954-377-4463
510254;BANK OF AMERICA, N.A. (USA);;;UNITED STATES;US;USA;840;USA;954-377-4463
510255;FISERV SOLUTIONS, INC;;;UNITED STATES;US;USA;840;USA;503-274-6722
510256;BANK OF AMERICA, N.A. (USA);;;UNITED STATES;US;USA;840;USA;9543774463
510257;METABANK;;;UNITED STATES;US;USA;840;USA IOWA STORM LAKE;
510258;STONEBRIDGE BANK;;;UNITED STATES;US;USA;840;USA;3102308466
510259;CARD SERVICES FOR C.U.S, INC;;;UNITED STATES;US;USA;840;USA;1-727-556-9000
510260;FIFTH THIRD PROCESSING SOLUTIONS, INC;;;UNITED STATES;US;USA;840;USA OHIO CINCINNATI;
510261;MONEY ACCESS SERVICE, INC;;;UNITED STATES;US;USA;840;USA;800-622-1040
510262;MONEY ACCESS SERVICE, INC;;;UNITED STATES;US;USA;840;USA;800-622-1040
510263;NYCE CORPORATION;;;UNITED STATES;US;USA;840;USA;201-930-0432
510265;METABANK;;;UNITED STATES;US;USA;840;USA UTAH SOUTH JORDAN;
